Transaction ID,Date and Time,Sender Account No.,Sender Country,Receiver Account No.,Amount,Week
WYYXB3716981066,6/9/2024 23:04,230183000000000.0,Costa Rica,57643141227,44.65,23
ZRTDJ5999966600,6/9/2024 23:05,833973000000000.0,Zimbabwe,16563635310,1636.1,23
AHFRZ1706464894,6/9/2024 23:10,35630900000000.0,Netherlands,10065133786,1842.66,23
QEXRQ2644641479,6/9/2024 23:15,81963900000000.0,Venezuela,53188607154,578.2,23
ORNNV6907321389,6/9/2024 23:20,52841700000000.0,South Africa,19329229477,1680.5,23
HDBBD0922646884,6/9/2024 23:21,564952000000000.0,Bahrain,60464184382,72.51,23
IIIZU7485377559,6/9/2024 23:27,540276000000000.0,Dominican Republic,57009676136,924.12,23
NLZDC3152092535,6/9/2024 23:29,8293250000000.0,Namibia,66364471764,212.57,23
ZLZPO9382414864,6/9/2024 23:35,694338000000000.0,Saudi Arabia,66768955216,1453.92,23
VPJYS3107462560,6/9/2024 23:40,185470000000000.0,Ukraine,60345541091,1459.61,23
KNWTZ0745384849,6/9/2024 23:41,682458000000000.0,Malaysia,57739288972,90.4,23
GDZCQ1714040499,6/9/2024 23:46,810325000000000.0,Bangladesh,16046737784,334.22,23
TKEKN8506532369,6/9/2024 23:46,89267000000000.0,Thailand,63093853524,600.36,23
YOEVP5468412099,6/9/2024 23:51,805031000000000.0,Cuba,53731191400,196.51,23
PDNIW3197310536,6/9/2024 23:57,664565000000000.0,Norway,65997689852,958.46,23
LZNDN1804005310,6/9/2024 23:58,891739000000000.0,Maldives,67183589290,1623.19,23
IJZAI8988970740,6/9/2024 23:59,890985000000000.0,Finland,66979473666,1796.88,23
DYUFB4150644361,6/10/2024 0:06,547391000000000.0,Tunisia,57358622365,1462.52,24
DHHST5475380537,6/10/2024 0:08,575499000000000.0,Zambia,66117434591,1361.09,24
NGLVH3036795704,6/10/2024 0:09,653129000000000.0,Kuwait,56528430431,1506.37,24
EVOIR2670448254,6/10/2024 0:10,979876000000000.0,Brazil,58495011715,556.8,24
DWFUY4394125529,6/10/2024 0:16,727168000000000.0,Chile,62353420832,1162.92,24
OQUFP1703843959,6/10/2024 0:22,133391000000000.0,UK,36918768939,67.49,24
JNTRJ1111257819,6/10/2024 0:23,429081000000000.0,Uzbekistan,57398904604,1752.7,24
BHNBL6153761104,6/10/2024 0:26,18888900000000.0,Mauritius,57529204990,1772.82,24
WUDQD3390789179,6/10/2024 0:31,178410000000000.0,Colombia,56707073101,41.13,24
OBDGK5245122576,6/10/2024 0:37,277230000000000.0,Israel,66092624405,624.19,24
CSEIN5171703852,6/10/2024 0:38,728886000000000.0,Panama,67870211364,1259.61,24
ABHXT9038476292,6/10/2024 0:40,931281000000000.0,Afghanistan,56390347563,1565.53,24
QGOXZ7679339571,6/10/2024 0:40,608989000000000.0,El Salvador,56267555866,1063.61,24
QDRGJ7603283461,6/10/2024 0:42,227099000000000.0,Saudi Arabia,69996600051,94.43,24
VCUBG9914146291,6/10/2024 0:42,311209000000000.0,Czech Republic,66520383256,1280.09,24
BYLEO1531119853,6/10/2024 0:50,588122000000000.0,Malta,63789997104,1980.67,24
YSVUJ5915457158,6/10/2024 1:02,690055000000000.0,Iraq,53255867026,1013.39,24
IUVNB7341531155,6/10/2024 1:04,812643000000000.0,Luxembourg,53564745365,1059.09,24
OSHIG5344301796,6/10/2024 1:08,32861200000000.0,Kenya,10806455460,1544.3,24
PQZET0822393287,6/10/2024 1:15,505141000000000.0,Ecuador,17279838607,333.44,24
FKVBF8191761706,6/10/2024 1:15,602311000000000.0,Denmark,33200156308,1854.0,24
UANWX9095793641,6/10/2024 1:24,492330000000000.0,Angola,53167274893,474.46,24
ODNLT1452339378,6/10/2024 1:29,627748000000000.0,Denmark,63400048668,586.29,24
SHTHA3690487186,6/10/2024 1:40,34556000000000.0,Venezuela,59227175078,563.88,24
YGMDK4289821075,6/10/2024 1:41,676528000000000.0,Australia,22521085872,36.41,24
JTJNH4566019880,6/10/2024 1:47,397858000000000.0,Maldives,25930647804,76.09,24
WNFGZ7410943457,6/10/2024 1:48,77621300000000.0,Indonesia,63216153301,158.64,24
AQVXB5537484553,6/10/2024 1:57,766820000000000.0,Russia,63136315321,1581.91,24
LCMYE9611439878,6/10/2024 1:59,266335000000000.0,El Salvador,56014790049,943.73,24
ULFPG6173966887,6/10/2024 2:03,79005700000000.0,Israel,67084069250,1187.62,24
TDACT9368267936,6/10/2024 2:08,442379000000000.0,Tunisia,56927793733,5.89,24
MTMEY8306609482,6/10/2024 2:10,135376000000000.0,Serbia,67995167697,1150.84,24
KWPNF9749309486,6/10/2024 2:13,419219000000000.0,Fiji,29232161521,403.31,24
ZHLSW8501536501,6/10/2024 2:21,63378300000000.0,Estonia,56153328165,455.83,24
SVVTR0998793495,6/10/2024 2:25,623800000000000.0,UAE,31420903566,1489.77,24
OCUZL2578502567,6/10/2024 2:32,290240000000000.0,Israel,56719498461,1749.31,24
FOBHE4724110014,6/10/2024 2:33,635681000000000.0,Nigeria,57204200335,1539.47,24
WMTBT2438617670,6/10/2024 2:37,212965000000000.0,Mexico,57314662649,258.98,24
XODRN7500717907,6/10/2024 2:39,513245000000000.0,Germany,27921423292,1883.62,24
SHSVS0824264360,6/10/2024 2:39,650584000000000.0,Cambodia,56789665163,185.98,24
GUCMW2834685389,6/10/2024 2:40,921709000000000.0,Portugal,27698410897,1248.3,24
ZTTUG6471410410,6/10/2024 2:40,927341000000000.0,Singapore,12480837280,477.8,24
SXYZD4702885199,6/10/2024 2:45,620130000000000.0,New Zealand,13492434078,324.79,24
TAZKB4608956880,6/10/2024 2:48,754155000000000.0,Malaysia,67665228387,1336.95,24
WOSWD8736625480,6/10/2024 2:51,685515000000000.0,Hungary,59274686474,963.6,24
XTIWL9106606728,6/10/2024 2:54,526728000000000.0,Spain,57473784678,172.47,24
ZHBIN7484545574,6/10/2024 3:10,88725900000000.0,Netherlands,56998151852,1659.74,24
CSPOH3618235802,6/10/2024 3:11,644688000000000.0,Bhutan,66167511556,1281.81,24
HXMMC9590068780,6/10/2024 3:31,437139000000000.0,Malta,53990081537,908.87,24
KONPE0102520786,6/10/2024 3:38,86211200000000.0,Ireland,32218530883,1266.57,24
UPOUO8346857060,6/10/2024 3:51,64834700000000.0,Argentina,67916951966,1979.5,24
WPHSE3037067194,6/10/2024 3:52,154735000000000.0,Saudi Arabia,56313117110,994.84,24
YOHDO6398121948,6/10/2024 3:58,582609000000000.0,Sri Lanka,56963027714,323.43,24
TFFLC4646487225,6/10/2024 4:03,583415000000000.0,Tanzania,56799334047,54.07,24
YWEKG3082361901,6/10/2024 4:04,407814000000000.0,Mexico,13288494781,521.23,24
ASLBW5374458156,6/10/2024 4:10,451320000000000.0,Austria,56692725882,478.51,24
QKPWA3127566640,6/10/2024 4:20,808275000000000.0,USA,63561792044,502.68,24
TYFWJ1224625218,6/10/2024 4:24,563410000000000.0,Iran,63729675723,1143.33,24
BIISW5381843068,6/10/2024 4:34,57811100000000.0,Spain,33514962085,1655.82,24
LZCFW4076359381,6/10/2024 4:38,913856000000000.0,Peru,63522602720,985.86,24
PMVUH8328546228,6/10/2024 4:41,692280000000000.0,Lebanon,57095488909,1513.86,24
EHIQK5883271969,6/10/2024 4:43,80580000000000.0,Myanmar,67738570363,203.51,24
RQJYC1550740224,6/10/2024 4:44,811465000000000.0,Ukraine,56013067731,1185.03,24
FJOKQ6047551333,6/10/2024 4:47,989630000000000.0,Finland,56427511836,630.5,24
DMOTG5065573396,6/10/2024 4:47,163642000000000.0,Thailand,67677258647,475.19,24
KNJPO1582610217,6/10/2024 4:48,421946000000000.0,Japan,56159556733,1497.69,24
TVMWY0328054710,6/10/2024 4:55,15790800000000.0,Bulgaria,67087755223,432.62,24
GLQHM5258467421,6/10/2024 5:01,31894400000000.0,Maldives,27791536911,1267.55,24
SUUUP6235502448,6/10/2024 5:03,50988300000000.0,Hong Kong,58022746118,908.07,24
XKGQX0120343372,6/10/2024 5:08,143789000000000.0,Czech Republic,57885433316,610.81,24
AZVMD0127075410,6/10/2024 5:12,173452000000000.0,Slovakia,53135835739,1869.52,24
KIHUC8738327144,6/10/2024 5:26,942081000000000.0,Norway,63198215716,1455.52,24
ICNXL3053716710,6/10/2024 5:28,345789000000000.0,Saudi Arabia,26821919059,1763.5,24
CMCJN7312402273,6/10/2024 5:34,591320000000000.0,Nigeria,56109454697,1861.46,24
IRFHZ6502461940,6/10/2024 5:34,641439000000000.0,UK,38350408625,716.03,24
QRPKQ5297431766,6/10/2024 5:36,620454000000000.0,Slovenia,67017166829,47.83,24
PBTVY3204005150,6/10/2024 5:38,947170000000000.0,Pakistan,56732937661,339.58,24
AMWVG3116294264,6/10/2024 5:46,595621000000000.0,Mongolia,25947690331,972.62,24
MODJI8692849051,6/10/2024 5:46,987450000000000.0,Morocco,57746812304,544.07,24
ELVRQ2225172894,6/10/2024 5:49,974664000000000.0,Zimbabwe,64172765772,1485.26,24
UFEFL2377177704,6/10/2024 5:57,932775000000000.0,Argentina,56995008549,1008.74,24
IDPYR2401185597,6/10/2024 5:58,392916000000000.0,Turkey,63659495225,1728.94,24
VJMCH7637772530,6/10/2024 6:07,873714000000000.0,Iraq,53137416391,1847.19,24
XPVXN1690489713,6/10/2024 6:08,291731000000000.0,Oman,17153254262,416.72,24
BDYEN8584268972,6/10/2024 6:17,82410000000000.0,UK,57820538796,757.06,24
UUQMU1168491027,6/10/2024 6:26,234442000000000.0,Cyprus,67399089082,1485.68,24
REQEW5858591114,6/10/2024 6:42,249688000000000.0,Nigeria,67189272468,501.91,24
SGKDG0786409982,6/10/2024 6:42,546425000000000.0,Indonesia,53587763893,1284.79,24
IEUIY8380216365,6/10/2024 6:42,209161000000000.0,Greece,63001949302,16.16,24
QKIUE3879025462,6/10/2024 6:48,1895740000000.0,Libya,20303633740,489.63,24
QCZFG3585879302,6/10/2024 6:48,34165200000000.0,Uzbekistan,56337960128,1731.73,24
TLZMT1822066005,6/10/2024 6:51,708598000000000.0,Chile,57791988330,62.5,24
ZMPRQ0701129317,6/10/2024 6:53,454707000000000.0,Morocco,56194790203,1164.71,24
NOFPN1883270361,6/10/2024 6:57,727483000000000.0,Ukraine,67929067801,901.69,24
DMLOG1322265647,6/10/2024 7:00,413648000000000.0,Nigeria,63095879045,799.31,24
KIJPH2410142884,6/10/2024 7:08,998013000000000.0,Saudi Arabia,56226958193,903.33,24
FQPOW3991472799,6/10/2024 7:13,998013000000000.0,Saudi Arabia,53463451017,607.92,24
CMGPA9719593661,6/10/2024 7:18,486936000000000.0,UAE,63106454776,1226.38,24
UTZWR7786690964,6/10/2024 7:27,974860000000000.0,Namibia,14733429416,549.52,24
TVQJP7001822446,6/10/2024 7:27,528645000000000.0,Nigeria,53461888526,1594.98,24
XEAUG0104916349,6/10/2024 7:32,423313000000000.0,Slovenia,63912623792,514.83,24
SIRBU0590791358,6/10/2024 7:38,393024000000000.0,Kuwait,53683151462,241.95,24
TZANZ6305315579,6/10/2024 8:10,32029700000000.0,Ireland,56241686089,1678.16,24
KHPXJ6179533861,6/10/2024 8:12,424298000000000.0,Canada,37382676686,576.39,24
TWBZM4457092088,6/10/2024 8:18,202274000000000.0,New Zealand,67397115861,253.2,24
JLZCA3865865671,6/10/2024 8:20,559206000000000.0,Belgium,63613651613,1890.83,24
AXSIX9939820998,6/10/2024 8:22,272927000000000.0,Bhutan,61857614857,586.95,24
NADJP9418866582,6/10/2024 8:23,269761000000000.0,Spain,53662970803,1881.29,24
UVCIV2432660499,6/10/2024 8:30,659344000000000.0,El Salvador,63542291358,1098.94,24
BKTGO7620747959,6/10/2024 8:30,659646000000000.0,Norway,53022390368,1738.12,24
PUBFW8360935933,6/10/2024 8:34,958302000000000.0,Kenya,57306957329,8155.87,24
XDHAU5359459298,6/10/2024 8:37,887113000000000.0,Russia,63337431667,1517.42,24
BIAVA5445707277,6/10/2024 8:38,482299000000000.0,France,24061345318,1567.74,24
YZFGR1137846215,6/10/2024 8:42,788836000000000.0,Greece,56637349890,1289.93,24
BCOSD5221289301,6/10/2024 8:43,532885000000000.0,Finland,53774377662,599.46,24
YSEGE0772288762,6/10/2024 8:43,345789000000000.0,Saudi Arabia,50327065835,1464.15,24
XHYFC0664080262,6/10/2024 8:44,425922000000000.0,Malaysia,34426146105,341.6,24
UFWNH5210604169,6/10/2024 8:45,911355000000000.0,Oman,57568275980,1199.02,24
FXFSG8816450084,6/10/2024 8:47,258594000000000.0,Switzerland,63630883642,6945.15,24
ZWMYV4968489446,6/10/2024 8:52,327769000000000.0,Kuwait,66303379334,1951.39,24
XMLMQ2700691519,6/10/2024 8:57,49524000000000.0,El Salvador,63792563867,1423.11,24
RCCJG5367210735,6/10/2024 8:59,715710000000000.0,Ecuador,57103591859,1546.46,24
VYICK7885971989,6/10/2024 9:13,750175000000000.0,Uganda,56437297466,1550.92,24
UMZYR0855999735,6/10/2024 9:18,323961000000000.0,Zambia,66986458689,1797.39,24
FTIUL2969562515,6/10/2024 9:21,169850000000000.0,Angola,56305613185,1056.53,24
WEBNM9272332018,6/10/2024 9:22,544544000000000.0,Cyprus,63955366533,1269.78,24
QCGZT1159420885,6/10/2024 9:22,14539800000000.0,South Korea,21890312942,1787.78,24
FZLMI0577648118,6/10/2024 9:24,289995000000000.0,Myanmar,67304888463,415.81,24
HBIZQ6955561915,6/10/2024 9:35,322517000000000.0,Slovakia,34489313938,690.65,24
IJUBI8535391073,6/10/2024 9:36,532885000000000.0,Finland,66474984057,368.72,24
NTISN1229042921,6/10/2024 9:36,330431000000000.0,Afghanistan,68836304225,1466.36,24
PQGMM8318236705,6/10/2024 9:43,299089000000000.0,South Korea,53131164230,521.62,24
CAALW8028116994,6/10/2024 9:56,736259000000000.0,Indonesia,56522486719,645.54,24
YIAVQ8950296218,6/10/2024 9:57,267681000000000.0,Namibia,67073328132,122.29,24
YKRIE2955966836,6/10/2024 10:12,44358000000000.0,Iran,56219198319,113.86,24
QKTIK3986941365,6/10/2024 10:16,4398820000000.0,Germany,19633750629,197.87,24
FRLZA6496033263,6/10/2024 10:20,862490000000000.0,Czech Republic,53529232788,1574.03,24
FUYHN8029692944,6/10/2024 10:33,168587000000000.0,Sweden,10315932600,1077.42,24
YBYMU6665549156,6/10/2024 10:34,27745700000000.0,Oman,67519553707,214.44,24
OSAIU2710734669,6/10/2024 10:35,374461000000000.0,USA,36172089560,364.16,24
SSZJP9781885104,6/10/2024 10:35,416766000000000.0,Singapore,67876163936,189.14,24
JZAQV0985779638,6/10/2024 10:36,999887000000000.0,Denmark,56313516981,987.61,24
ZDMSL5058141726,6/10/2024 10:37,122010000000000.0,Pakistan,67397816650,394.22,24
UJYMT3923860663,6/10/2024 10:38,917569000000000.0,Bhutan,66503181272,815.97,24
PQDBN0161723379,6/10/2024 10:38,261122000000000.0,Nigeria,53804622200,1957.24,24
FNBPM2113958910,6/10/2024 10:46,48377300000000.0,Dominican Republic,12932257096,268.65,24
EOHTW8391096570,6/10/2024 10:48,645971000000000.0,Angola,57480103867,1462.07,24
TJHXQ8783765156,6/10/2024 10:56,370677000000000.0,Bulgaria,67287531883,131.4,24
PZCJL8591065631,6/10/2024 10:57,743243000000000.0,Czech Republic,37442599868,193.58,24
MUROH7613987982,6/10/2024 11:04,670602000000000.0,Maldives,66978735061,65.6,24
VGDHL7894479523,6/10/2024 11:09,596298000000000.0,Myanmar,36566765059,815.93,24
HWIAV0047859485,6/10/2024 11:10,55580100000000.0,Tunisia,32943259511,1274.6,24
VCEMH4915506199,6/10/2024 11:16,839792000000000.0,Slovenia,37740523885,484.86,24
EBPAH5026934118,6/10/2024 11:17,702715000000000.0,Finland,66723548288,610.59,24
QLRAL6580612609,6/10/2024 11:17,974860000000000.0,Namibia,22785839805,1919.95,24
AGBHT5503719432,6/10/2024 11:20,150674000000000.0,South Africa,18801956089,1369.43,24
ADVPR9030128256,6/10/2024 11:28,990794000000000.0,Sri Lanka,50237827660,1291.77,24
CMJAJ1043349652,6/10/2024 11:30,586862000000000.0,Chile,66018159266,1808.77,24
HTWRX1418878280,6/10/2024 11:32,411057000000000.0,Croatia,67387497810,1867.68,24
DQFAB2904345030,6/10/2024 11:34,800296000000000.0,Italy,56502403582,1102.44,24
IPUGG2940345471,6/10/2024 11:36,951972000000000.0,Poland,15112105682,1498.15,24
PGMTN2601059768,6/10/2024 11:38,89859000000000.0,Kenya,57698932955,1668.67,24
YKNUG9924634160,6/10/2024 11:43,144261000000000.0,Switzerland,57678473452,1884.9,24
JQQJS9668933814,6/10/2024 11:49,773341000000000.0,Thailand,53117616908,134.22,24
EQFTM1913741489,6/10/2024 11:56,599336000000000.0,Kuwait,56660856263,699.92,24
RPSHP7625257092,6/10/2024 11:57,287537000000000.0,Libya,56567635092,373.82,24
MPPPF6181405040,6/10/2024 11:58,918357000000000.0,Botswana,66101339401,885.9,24
LXEDF1792807922,6/10/2024 12:13,180387000000000.0,Myanmar,67599776076,318.25,24
FYNHA9921100616,6/10/2024 12:24,124161000000000.0,Indonesia,32762846054,991.39,24
ETHWZ5231495166,6/10/2024 12:30,898327000000000.0,Bangladesh,53759434686,450.2,24
ECFBK3333511980,6/10/2024 12:32,679197000000000.0,Spain,56379729021,1772.02,24
VHAEV9115903055,6/10/2024 12:34,698256000000000.0,Kenya,57168391809,1107.64,24
HTFKC0415729110,6/10/2024 12:39,100505000000000.0,Iraq,63203947386,1544.9,24
TZWNJ6280930597,6/10/2024 12:49,660475000000000.0,Slovenia,56486882528,119.33,24
FHZQQ6022573380,6/10/2024 12:51,417001000000000.0,Yemen,53831804399,580.86,24
TYROZ2748967021,6/10/2024 12:59,656629000000000.0,Denmark,67771072188,198.92,24
UOAIQ2040425824,6/10/2024 13:04,350410000000000.0,UAE,67361198791,528.64,24
TMWAQ9108008007,6/10/2024 13:05,697714000000000.0,Sweden,61505087588,1269.94,24
JRCLX6160894221,6/10/2024 13:10,193335000000000.0,Israel,67773854988,293.62,24
BOUZE8470769499,6/10/2024 13:10,443119000000000.0,Mongolia,24747625751,178.74,24
KHLDJ9030973328,6/10/2024 13:21,755369000000000.0,Germany,66388124070,1478.26,24
MOKXI0184483191,6/10/2024 13:26,111758000000000.0,Myanmar,62933839247,812.67,24
IAFFY9952807038,6/10/2024 13:27,621881000000000.0,Costa Rica,53723274116,1425.6,24
VDLTZ1680307915,6/10/2024 13:29,919168000000000.0,Qatar,63613651613,1807.23,24
AADFW6809944316,6/10/2024 13:41,727483000000000.0,Ukraine,57074519833,714.31,24
TSZRV0659540758,6/10/2024 13:44,76968100000000.0,Qatar,25268977816,1807.56,24
XWXBM1047333188,6/10/2024 13:46,64427700000000.0,Dominican Republic,67499756100,757.65,24
UCYEL8654803927,6/10/2024 13:54,524685000000000.0,Ireland,57498012517,1251.66,24
GGXLA5558387521,6/10/2024 13:54,100053000000000.0,Jordan,54590490977,36.25,24
PBLEA5941495654,6/10/2024 14:06,180939000000000.0,Bulgaria,12927898418,537.36,24
OXZZL0886243911,6/10/2024 14:14,716945000000000.0,Panama,21006749971,1336.95,24
GXARH0773060025,6/10/2024 14:27,299751000000000.0,Zambia,63847352147,1958.74,24
JBYWM9539617153,6/10/2024 14:33,7664340000000.0,Estonia,69326614004,1526.92,24
ETWSU3661358927,6/10/2024 14:34,842113000000000.0,Norway,63400048668,340.13,24
BXSZJ7494966545,6/10/2024 14:37,39875700000000.0,Saudi Arabia,67114052947,1695.56,24
WUROB1107945981,6/10/2024 14:39,282639000000000.0,Pakistan,56152532198,18.95,24
GSRGR7745544585,6/10/2024 14:39,614811000000000.0,Zambia,63905135672,1245.18,24
JCVVT1170212219,6/10/2024 14:45,215650000000000.0,Czech Republic,66117434591,547.97,24
ODBDA8769661712,6/10/2024 14:46,528372000000000.0,Denmark,56552122357,1079.38,24
TECUB8370015943,6/10/2024 14:47,531510000000000.0,Denmark,24672693450,1977.57,24
CCNFK5202357942,6/10/2024 14:49,92190100000000.0,Spain,19212736855,1425.63,24
HQJQG6221317345,6/10/2024 14:49,414294000000000.0,Poland,20756908620,745.47,24
AHZUB4369097417,6/10/2024 14:50,501889000000000.0,Bhutan,30449197034,608.12,24
YRDDW7249938616,6/10/2024 14:52,755455000000000.0,Portugal,63063816093,1913.32,24
ZFPIR5269446063,6/10/2024 14:53,679899000000000.0,Sri Lanka,56711821515,1247.43,24
HQUAS0898039100,6/10/2024 14:56,186989000000000.0,Lebanon,55959982794,1923.74,24
DYUIU5921395032,6/10/2024 15:00,419493000000000.0,Maldives,66928729546,1431.95,24
LUUKQ3080030791,6/10/2024 15:01,930168000000000.0,Romania,67813923536,1702.28,24
JLAKX3043701324,6/10/2024 15:03,263707000000000.0,Norway,57791988330,445.06,24
LFGXW3030862789,6/10/2024 15:04,516435000000000.0,Bhutan,56413495476,1987.78,24
LIBAJ9249373662,6/10/2024 15:06,939620000000000.0,Iraq,56552122357,525.69,24
VSRHE8612722459,6/10/2024 15:07,861017000000000.0,Luxembourg,51552640079,1044.56,24
NFIPC8595380814,6/10/2024 15:11,997678000000000.0,Egypt,63869927147,1906.91,24
FMMUD3349690671,6/10/2024 15:16,455701000000000.0,Mongolia,67646748198,1983.01,24
YVMOX1967127784,6/10/2024 15:19,11381800000000.0,Singapore,67790805104,1425.95,24
TZVXG6315534392,6/10/2024 15:21,597756000000000.0,Mauritius,57061436664,1340.51,24
UQRHE4003119203,6/10/2024 15:33,571657000000000.0,Philippines,14503545121,135.12,24
LCQLA5604338424,6/10/2024 15:34,913856000000000.0,Peru,56606314936,937.26,24
YYRMB4569268930,6/10/2024 15:39,902000000000000.0,Ecuador,56390347563,949.35,24
PCXKE5194412219,6/10/2024 15:45,913553000000000.0,Ireland,57119409753,526.95,24
CJEAA0920689032,6/10/2024 15:46,682458000000000.0,Malaysia,56025030067,1604.61,24
HYGHH4829653635,6/10/2024 15:48,246663000000000.0,Israel,53287773180,757.15,24
RNLHZ4588752830,6/10/2024 15:55,995593000000000.0,Morocco,35836329161,913.21,24
HVXYT2134815608,6/10/2024 15:57,77972400000000.0,Slovenia,53660299463,755.04,24
RZOZR9667872819,6/10/2024 15:58,882572000000000.0,Sudan,56744586264,1732.64,24
GPYNP3247258046,6/10/2024 16:00,446252000000000.0,Maldives,63393466489,1718.32,24
YHKVQ8614722851,6/10/2024 16:23,207883000000000.0,Yemen,32004032808,1541.1,24
UIEVO2943844102,6/10/2024 16:24,798634000000000.0,Namibia,56835431984,1929.51,24
JQPOX6390502776,6/10/2024 16:31,727483000000000.0,Ukraine,34532486055,28.65,24
XQQUD9865728928,6/10/2024 16:31,199136000000000.0,Morocco,53233777262,721.74,24
YBNCS9678791003,6/10/2024 16:31,64910700000000.0,Peru,57291895722,236.25,24
SCNSL3790295023,6/10/2024 16:37,42601900000000.0,Cuba,13636801561,528.34,24
NHHLN3866520381,6/10/2024 16:39,629732000000000.0,Qatar,21794224427,638.26,24
ZLBDY1988488737,6/10/2024 16:39,402187000000000.0,Thailand,67830796841,419.88,24
AIMRZ3712183853,6/10/2024 16:41,726915000000000.0,Norway,21883227690,1840.9,24
YUWKU5195949756,6/10/2024 16:52,264966000000000.0,Germany,56487462015,455.17,24
PKBLS8540685616,6/10/2024 16:57,810444000000000.0,Poland,57079058484,743.17,24
WRBCE3222083447,6/10/2024 17:01,904219000000000.0,Malta,53152883846,1549.81,24
HKCKH0111163436,6/10/2024 17:01,534776000000000.0,Iraq,56963027714,1815.71,24
ZIXON9767861705,6/10/2024 17:08,221044000000000.0,Bahrain,36715343694,262.8,24
DLSQF8861086363,6/10/2024 17:17,196210000000000.0,Kenya,56950489890,808.33,24
EPPMI8790630484,6/10/2024 17:19,940990000000000.0,Ecuador,32030928617,1024.97,24
NEMNR1453129765,6/10/2024 17:24,720410000000000.0,Brazil,50348452870,591.66,24
YGHVU1528628279,6/10/2024 17:27,173022000000000.0,Iran,63519984835,887.61,24
WFUMA4431042812,6/10/2024 17:40,199510000000000.0,Argentina,32658559602,1152.53,24
AONVH2979518921,6/10/2024 17:42,371666000000000.0,Zimbabwe,53869208832,1904.9,24
RDQDG8890692932,6/10/2024 17:44,700112000000000.0,Sweden,57008815656,260.13,24
TRMIX4912814044,6/10/2024 17:47,693699000000000.0,Peru,66622375063,1611.86,24
GYBYI4666976418,6/10/2024 17:52,19859800000000.0,Singapore,53608166297,143.96,24
FQTIC1488273834,6/10/2024 17:52,233314000000000.0,France,63307364390,1076.8,24
WNOGD6582742434,6/10/2024 17:55,268264000000000.0,Hong Kong,67645518766,217.97,24
NTFUY6268572389,6/10/2024 17:59,248975000000000.0,Zimbabwe,56252395597,702.37,24
YEUKX5358765149,6/10/2024 17:59,175010000000000.0,Myanmar,63214928071,194.23,24
HLTQR2487970857,6/10/2024 18:06,509160000000000.0,Bulgaria,16292038622,1107.4,24
TCDWL2726416773,6/10/2024 18:16,474469000000000.0,Sweden,67435149514,923.55,24
IKJJX5638128332,6/10/2024 18:28,634088000000000.0,Iraq,10806455460,1069.57,24
IGDSB6623506952,6/10/2024 18:35,941854000000000.0,New Zealand,59365346582,544.64,24
DFSDA7594361032,6/10/2024 18:41,887301000000000.0,Dominican Republic,66031349052,897.11,24
WDMKZ9132374576,6/10/2024 18:45,895137000000000.0,Portugal,12438483206,37.44,24
YUZEX6494221871,6/10/2024 18:59,789146000000000.0,Vietnam,66929061219,557.76,24
VEWXZ3728326335,6/10/2024 19:03,61458900000000.0,Netherlands,53430863092,1010.78,24
ZMQJT1966831172,6/10/2024 19:03,510091000000000.0,Zimbabwe,57136972664,607.71,24
KFZZN9993131702,6/10/2024 19:09,650576000000000.0,Sweden,21526421053,66.09,24
QAEKU6255149357,6/10/2024 19:16,665773000000000.0,Oman,67170040939,147.57,24
TUARZ4717431680,6/10/2024 19:28,896534000000000.0,New Zealand,10177267271,697.92,24
MOMMF7057047163,6/10/2024 19:30,680743000000000.0,South Africa,65940052471,1483.89,24
UDTPB6700406059,6/10/2024 19:32,285025000000000.0,Venezuela,53041903183,3.18,24
WXQNW6566992356,6/10/2024 19:41,605262000000000.0,Nepal,20677088654,733.52,24
EBZMN3616948596,6/10/2024 19:41,83564900000000.0,Yemen,54134331517,702.92,24
NDLRP0490597707,6/10/2024 19:41,869745000000000.0,UK,63226250206,1192.44,24
KIRND4961766804,6/10/2024 19:41,691836000000000.0,Libya,56528430431,535.54,24
ZSOQY5621732634,6/10/2024 19:48,493712000000000.0,Japan,66654799820,1502.69,24
BSDJW9346161158,6/10/2024 19:53,971401000000000.0,Belgium,53092116906,537.55,24
RBUVO6038045053,6/10/2024 19:54,961841000000000.0,UAE,56693469112,1277.56,24
FCCDF9325534181,6/10/2024 19:55,339768000000000.0,Kenya,56841939584,817.11,24
VGGUW2444091002,6/10/2024 20:01,355772000000000.0,Peru,67665561004,916.39,24
XOGFE0062847413,6/10/2024 20:07,165627000000000.0,Costa Rica,25515182090,629.41,24
DHVFV4178153955,6/10/2024 20:08,859407000000000.0,Ireland,63970412840,561.13,24
JQTYD2945718765,6/10/2024 20:25,768666000000000.0,Chile,55573249143,73.42,24
UKPDQ5265201309,6/10/2024 20:27,725380000000000.0,Saudi Arabia,66014958982,196.35,24
PHETZ0817681951,6/10/2024 20:29,390444000000000.0,Namibia,25785083418,1479.07,24
FDFPY3267482068,6/10/2024 20:29,149442000000000.0,Panama,20751378501,247.23,24
KEUXM3050876124,6/10/2024 20:30,424105000000000.0,Bahrain,62397596514,1992.65,24
GQAXK2443048813,6/10/2024 20:33,203185000000000.0,Japan,56952841896,1056.65,24
JHRRM0697234754,6/10/2024 20:35,725934000000000.0,Syria,57761229651,266.0,24
YQONO5541002331,6/10/2024 20:36,886107000000000.0,USA,56684693134,1740.16,24
SISOR0386076523,6/10/2024 20:38,490278000000000.0,Japan,38483591230,518.49,24
